article,label
"['눈물', '심상정', '사진', '연합뉴스', '정의당', '심상정', '대표', '오늘', '고단', '정의당', '길', '개척', '우리', '후보', '더', '당선', '정말', '말', '심', '대표', '날', '선거', '대책', '위원회', '해', '단식', '이번', '총선', '수구', '보수', '세력', '대한', '준엄', '심판', '정치', '강화', '지역구', '부활', '선거', '개혁', '등', '정치', '개혁', '후퇴', '역사', '오점', '말', '심', '대표', '정치', '구도', '벽', '무릎', '지역', '후보', '악전', '고투', '마지막', '정의당', '이름', '선거', '정당', '득표율', '를', '기록', '것', '관련', '육박', '지지율', '석', '중', '의석', '몹시', '결과', '원칙', '선택', '때', '정도', '각오', '만큼', '겸허', '슈퍼', '여당', '시대', '진보', '야당', '역할', '더욱', '막중', '점', '유념', '국회', '장벽', '못', '여성', '청년', '녹색', '소수자', '삶', '헌신', '대변', '강조', '최선', '다한', '당원', '정의당', '홀로', '서기', '응원', '국민', '더', '결과', '외', '길', '정의당', '다시', '시작', '강조', '진보', '대안', '세력', '길', '집권', '여당', '기득권', '앞', '주저', '때', '개혁', '방향', '속도', '견인', '말', '날', '해', '단식', '분위기', '속', '진행', '최소', '석', '확보', '교섭단체', '구성', '최대', '목표', '석', '현상', '유지', '기대', '결과', '때문', '다모', '발언', '심', '대표', '눈물', '고단', '정의당', '길', '언급', '대목', '감정', '듯', '잠시', '말', '온라인', '뉴스', '팀', '네이버', '메인', '뉴스', '무료', '고화질', '온에어', '서비스', '무단', '재', '및', '재', '배포', '금지']",0
"['동영상', '뉴스', '국민', '선택', '정의당', '심상정', '대표', '오늘', '고단', '정의당', '길', '개척', '우리', '후보', '더', '당선', '정말', '말', '심', '대표', '오늘', '정의당', '선거', '대책', '위원회', '해', '단식', '이번', '총선', '수구', '보수', '세력', '대한', '준엄', '심판', '정치', '강화', '지역구', '부활', '선거', '개혁', '등', '정치', '개혁', '후퇴', '역사', '오점', '말', '심', '대표', '정치', '구도', '벽', '무릎', '지역', '후보', '악전', '고투', '마지막', '정의당', '이름', '선거', '정당', '득표율', '를', '기록', '것', '관련', '육박', '지지율', '석', '중', '의석', '몹시', '결과', '원칙', '선택', '때', '정도', '각오', '만큼', '겸허', '슈퍼', '여당', '시대', '진보', '야당', '역할', '더욱', '막중', '점', '유념', '국회', '장벽', '못', '여성', '청년', '녹색', '소수자', '삶', '헌신', '대변', '강조', '최선', '다한', '당원', '정의당', '홀로', '서기', '응원', '국민', '더', '결과', '외', '길', '정의당', '다시', '시작', '강조', '진보', '대안', '세력', '길', '집권', '여당', '기득권', '앞', '주저', '때', '개혁', '방향', '속도', '견인', '말', '해', '단식', '분위기', '속', '진행', '최소', '석', '확보', '교섭단체', '구성', '최대', '목표', '석', '현상', '유지', '기대', '결과', '때문', '다모', '발언', '심', '대표', '눈물', '고단', '정의당', '길', '언급', '대목', '감정', '듯', '잠시', '말', '영상', '취재', '이승환', '영상편집', '김희선', '신정은', '기자', '국민', '선택', '총선', '결과', '보기', '코로나', '속보', '무단', '복제', '및', '재', '배포', '금지']",0
"['정의당', '선', '대위', '해', '단식', '눈물', '심상정', '고', '길', '다시', '시작', '오마이', '뉴스', '글', '유성', '애', '사진', '우성', '심상정', '대표', '오전', '여의도', '국회', '총선', '선', '대위', '해', '단식', '고생', '후보', '당원', '감사', '인사', '전하', '눈물', '권우', '성기사', '대체', '오후', '입술', '잠시', '침묵', '뒤', '무엇', '모든', '것', '고단', '정의당', '길', '개척', '우리', '후보', '더', '당선', '정말', '고생', '후보', '당원', '감사', '합', '셔츠', '정장', '심상정', '대표', '끝내', '눈물', '목소리', '자꾸', '오전', '정의당', '중앙', '선거', '대책위', '해', '단식', '다담', '발언', '심', '대표', '고', '노회찬', '원내대표', '말', '인', '목소리', '그', '당', '앞', '말씀', '앞', '다시', '가장', '때', '목표', '발', '더', '것', '정의당', '외', '고', '길', '시작', '말', '뒤', '당', '지역구', '비례', '후보', '전', '대표', '고단', '길', '개척', '우리', '후보', '더', '당선', '말', '끝내', '다음', '말', '못', '고개', '입술', '울음', '눈물', '대변인', '전해', '준', '휴지', '눈가', '심', '대표', '배복', '주', '이은주', '등', '다른', '후보', '또한', '눈가', '심상정', '대표', '오전', '여의도', '국회', '총선', '선', '대위', '해', '단식', '발언', '권우', '슈퍼', '여당', '시대', '역할', '막중', '지역구', '부활', '선거', '개혁', '오점', '도심', '대표', '날', '문재인', '정부', '개혁', '게', '슈퍼', '여당', '국민', '명령', '평가', '그', '촛불', '혁명', '뒤', '첫', '총선', '무엇', '미래', '통합', '수구', '보수', '세력', '대해', '심판', '박근혜', '전', '대통령', '탄핵', '뒤', '제대로', '반성', '국회', '마비', '개혁', '거부', '그', '국민', '용서', '말', '심', '대표', '이번', '결과', '아쉬움', '표', '그', '총선', '정치', '강화', '지역구', '부활', '선거', '개혁', '등', '정치', '개혁', '후퇴', '역사', '오점', '명', '지역', '후보', '악전', '고투', '마지막', '정의당', '이름', '선거', '정의당', '정치', '도의', '벽', '무릎', '강조', '앞서', '비례', '위성정당', '참여', '원칙', '강조', '정의당', '지역구', '비례', '등', '총', '의', '석수', '석', '전망', '현역', '의원', '명도', '심', '대표', '경기', '고양', '제외', '생', '정의당', '그간', '진보', '정당', '사상', '최초', '시민', '선거인단', '등', '개방', '선제', '도입', '장애인', '주민', '당사자', '후보', '등', '노력', '이', '또한', '빛', '발', '관련', '기사', '정의당', '장애', '여성', '정치', '엄마', '후보', '등장', '개표', '결과', '정의당', '최종', '득표율', '로', '집계', '심', '대표', '약', '명', '국민', '명', '중', '명', '정의당', '택했다', '태풍', '가운데', '서도', '정의당', '준', '국민', '약', '지지율', '정의당', '석', '중', '목소리', '가지', '몹시', '원칙', '선택', '때', '각오', '만큼', '겸허', '다그', '최선', '다한', '당원', '정의당', '홀로', '서기', '응원', '주신', '국민', '여러분', '더', '결과', '재차', '사과', '슈퍼', '여당', '시대', '진보', '야당', '역할', '더', '막중', '걸', '유념', '국회', '장벽', '못', '여성', '청년', '녹색', '소수자', '삶', '대변', '집권', '여당', '기득권', '앞', '때', '개혁', '견인', '말', '원내', '교섭단체', '좌절', '연동', '비례', '제', '노회찬', '필생', '사명', '비례', '의석', '석', '것', '예견', '당', '분위기', '매우', '상태', '땅콩', '회항', '비례', '번', '박창진', '전', '대한항공', '승무원', '번', '배복', '주', '전', '전국', '성폭력', '담소', '대표', '번', '이자스민', '전', '의원', '등', '국회', '입성', '당', '지도', '부가', '애초', '목표', '건', '원내', '교섭단체', '구성', '최소', '석도', '좌절', '당내', '인사', '초상집', '분위기', '전', '심상정', '대표', '오전', '여의도', '국회', '총선', '선', '대위', '해', '단식', '참석', '권우', '성심', '대표', '지난', '라디오', '노회찬', '대표', '연동', '비례대표제', '필생', '사명', '생각', '말', '비례', '투표', '여야', '거대', '정당', '위성정당', '미래한국당', '시민', '선거', '제', '개혁', '일환', '도입', '준', '연동', '비례대표제', '또한', '의미', '퇴색', '평가', '관련', '기사', '거대', '당', '비례', '투표', '퇴색', '준', '연동', '비례', '제', '취지', '날', '심', '대표', '눈물', '뒤', '더', '말', '회의', '곧', '비공개', '전환', '당', '대변인', '실', '이후', '심', '대표', '마지막', '발언', '서면', '전', '늘', '세월호', '참사', '주기', '세월호', '사랑', '가족', '가슴', '유족', '위로', '말씀', '세월호', '참사', '뒤', '대한민국', '세월호', '정신', '깊이', '참사', '희생', '영령', '국가', '란', '무엇', '란', '물음', '더', '책임', '응답', '위해', '끝', '사력', '저작권', '오마이', '뉴스', '시민기자', '무단', '재', '및', '재', '배포', '금지', '한눈', '총선', '코로나', '속보', '보기', '라이브', '성교육', '질문', '해도']",0
"['제', '총선', '기대', '한참', '못', '성적표', '정의당', '심상정', '대표', '끝내', '눈물', '대표', '오전', '국회', '중앙', '선거', '대책', '위원회', '해', '단식', '무엇', '무엇', '말', '눈물', '보이', '말', '것', '고단', '정의당', '길', '개척', '우리', '겨우', '말', '다시', '눈물', '그', '우리', '후보', '더', '당선', '정말', '말', '후', '오열', '정의당', '이번', '총선', '지역구', '경기', '양갑', '심', '대표', '비례대표', '목표', '크게', '밑도', '석', '정도', '확보', '것', '전망', '당초', '이번', '총선', '교섭단체', '석', '구성', '목표', '총선', '임', '명', '이상', '의원', '배출', '것', '내심', '겨우', '현상', '유지', '만', '성적표', '국회', '현재', '정의당', '의', '석수', '석', '날', '해', '단식', '얼굴', '참석', '심', '대표', '우선', '국민', '명', '중', '명', '정의당', '선택', '지난', '대선', '시민', '정의당', '지지', '며', '과거', '세력', '퇴', '민심', '태풍', '가운데', '정의당', '국민', '감사', '고', '말', '정의당', '육박', '지지율', '석', '중', '의석', '며', '몹시', '결과', '원칙', '선택', '때', '정도', '각오', '겸허', '고', '고개', '정의당', '앞', '말씀', '앞', '다시', '가장', '때', '목표', '발', '더', '것', '라며', '외', '고', '길', '정의당', '시작', '고', '다짐', '전', '박태', '동아닷컴', '기자', '네이버', '동아일보', '채널', '구독', '집', '볼', '때', '메모장', '집', '보장', '동아일보', '무단', '재', '및', '재', '배포', '금지']",0
"['북한', '간부', '태양절', '금수산', '궁전', '참배', '북한', '고위', '부들', '지난', '김일성', '주석', '생일', '태양절', '김일성', '김정일', '시신', '금수산태양궁전', '참배', '조선', '중앙', '통신', '보도', '연합뉴스', '코로나', '확산', '사태', '외부', '행보', '자제', '가능성', '북한', '고위', '부들', '김일성', '주석', '생일', '태양절', '금수산태양궁전', '참배', '김정은', '국무위원', '참석', '것', '김', '위원장', '공식', '집권', '이후', '할아버지', '김', '주석', '생일', '참배', '건', '이번', '처음', '조선', '중앙', '통신', '조선', '중앙', '조선', '중앙', '방송', '등', '북한', '관영', '매체', '오전', '오후', '현재', '당', '정부', '간부', '무력', '기관', '책임', '일꾼', '부들', '전날', '김일성', '김정일', '시신', '금수산태양궁전', '소식', '전', '공개', '사진', '최룡해', '최고', '인민', '회의', '상임', '위원장', '겸', '국무위원', '회', '제', '부위', '원장', '박봉주', '국무위원', '회', '부위', '원장', '김재룡', '내각', '총리와', '정치국', '위원', '및', '후보', '위원', '등', '핵심', '간부', '수십', '자리', '북한', '간부', '태양절', '금수산', '궁전', '참배', '북한', '고위', '부들', '지난', '김일성', '주석', '생일', '태양절', '김일성', '김정일', '시신', '금수산태양궁전', '참배', '조선', '중앙', '통신', '보도', '연합뉴스', '김', '위원장', '금수산태양궁전', '참배', '보도', '김', '위원장', '명의', '꽃바구니', '뿐', '김', '위원장', '모습', '보이지', '이번', '김', '위원장', '코로나', '확산', '사태', '외부', '행보', '자제', '거', '관측', '김', '위원장', '달', '당', '정치국', '회의', '최고', '인민', '회의', '비롯', '군부', '시찰', '이', '진행', '만큼', '다른', '이유', '것', '해석', '김정은', '위원장', '노동당', '정치국', '회의', '발언', '북한', '지난', '김정은', '국무위원', '주재', '노동당', '정치국', '회의', '신종', '코로나바이러스', '감염증', '코로나', '대응', '방안', '등', '논의', '조선', '중앙', '통신', '보도', '김정은', '위원장', '정치국', '회의', '발언', '연합뉴스', '최선', '기자', '네이버', '서울', '신문', '구독', '클릭', '세상', '연예계', '얘기', '클릭', '서울', '신문', '무단', '재', '및', '재', '배포', '금지']",0
"['서울', '연합뉴스', '박수윤', '기자', '북한', '고위', '부들', '김일성', '주석', '생일', '태양절', '김일성', '김정일', '시신', '금수산태양궁전', '참배', '김정은', '국무위원', '참석', '것', '조선', '중앙', '통신', '조선', '중앙', '조선', '중앙', '방송', '등', '북한', '관영', '매체', '날', '오전', '오후', '현재', '당', '정부', '간부', '무력', '기관', '책임', '일꾼', '부들', '전날', '금수산태양궁전', '소식', '전', '김정은', '위원장', '금수산태양궁전', '참배', '보도', '조선', '중앙', '통신', '등', '북한', '고위', '부들', '노동당', '중앙', '위원회', '국무위원', '회', '최고', '인민', '회의', '상임', '위원회', '내각', '등', '명의', '꽃바구니', '헌화', '공개', '사진', '최룡해', '최고', '인민', '회의', '상임', '위원장', '겸', '국무위원', '회', '제', '부위', '원장', '박봉주', '국무위원', '회', '부위', '원장', '김재룡', '내각', '총리와', '정치국', '위원', '및', '후보', '위원', '등', '핵심', '간부', '수십', '명', '자리', '김', '위원장', '명의', '꽃바구니', '김', '위원장', '모습', '보이지', '금수산태양궁전', '헌화', '김정은', '명의', '꽃바구니', '서울', '연합뉴스', '북한', '김일성', '주석', '생일', '태양절', '고위', '간부', '지난', '김', '주석', '시신', '안치', '평양', '금수산', '태양', '궁전', '참배', '노동당', '기관지', '노동신문', '면', '보도', '김정은', '꽃바구니', '김일성', '주석', '김정일', '국방위원장', '동상', '앞', '노동신문', '홈페이지', '캡처', '재판매', '및', '금지', '김정은', '위원장', '공식', '집권', '이후', '할아버지', '김', '주석', '생일', '참배', '건', '이번', '처음', '김정은', '위원장', '지난해', '김', '주석', '생일', '늘', '고위', '간부', '대동', '금수산', '궁전', '참배', '북한', '매체', '당일', '다음', '날', '오전', '보도', '이번', '관련', '보도', '이', '이번', '김정은', '위원장', '신종', '코로나바이러스', '감염증', '코로나', '확산', '사태', '외부', '행보', '자제', '거', '관측', '다만', '김', '위원장', '달', '당', '정치국', '회의', '최고', '인민', '회의', '비롯', '군부', '시찰', '이', '진행', '만큼', '다른', '이유', '것', '해석', '한편', '김', '위원장', '이번', '김일성', '생일', '전국', '학생', '소년', '선물', '조선', '중앙', '방송', '날', '김', '위원장', '태양절', '전국', '아들', '아들', '어린이', '학생', '소년', '보양', '생', '은정', '선물', '보도', '북한', '고위', '간부', '태양절', '금수산태양궁전', '참배', '서울', '연합뉴스', '북한', '김일성', '주석', '생일', '태양절', '고위', '간부', '지난', '김', '주석', '시신', '안치', '평양', '금수산', '태양', '궁전', '참배', '노동당', '기관지', '노동신문', '면', '보도', '맨', '앞줄', '최룡해', '최고', '인민', '회의', '상임', '위원장', '겸', '국무위원', '회', '제', '부위', '원장', '박봉주', '국무위원', '회', '부위', '원장', '김재룡', '내각', '총리', '등', '자리', '김정은', '국무위원', '모습', '보이지', '노동신문', '홈페이지', '캡처', '재판매', '및', '금지', '코로나', '속보', '네이버', '연합뉴스', '구독', '클릭', '팩트', '체크', '네트워크', '코로나', '전파', '제보']",0
"['북한', '고위', '간부', '금수산태양궁전', '참배', '김정은', '공개', '활동', '조화', '포착', '건강', '이상설', '신종', '코로나', '우려', '설', '등', '제기', '신종', '코로나바이러스', '감염증', '코로나', '의', '확산', '경계', '연초', '국경', '밀봉', '정책', '북한', '최근', '움직임', '최고', '인민', '회의', '이틀', '연기', '데', '각종', '기념', '행사', '대폭', '줄', '김정은', '북한', '국무위원', '행보', '이례', '모습', '감지', '각종', '기념일', '매번', '김일성', '주석', '김정일', '국방위원장', '시신', '안치', '금수산태양궁전', '김', '위원장', '이번', '공개', '활동', '북한', '노동당', '기관지', '노동신문', '당', '정부', '간부', '무력', '기관', '책임', '일군', '일꾼', '금수산태양궁전', '경의', '표시', '며', '사진', '보도', '신문', '날', '참배', '박봉주', '국', '무위', '부위', '원장', '최용해', '최고', '인민', '회의', '상임', '위원장', '김재룡', '내각', '총리', '등', '노동당', '정치국원', '여', '명', '참가', '김', '위원장', '최고', '지도자', '오른', '뒤', '김', '주석', '생일', '사망일', '정치국원', '대동', '참배', '일정', '신종', '코로나', '외부', '활동', '대폭', '지난', '김정일', '국방위원장', '생일', '때', '정치국원', '명', '수행원', '일부', '축소', '채', '참배', '김일성', '주석', '생일', '북한', '태양절', '북한', '고위', '간부', '김', '주석', '시신', '안치', '금수산태양궁전', '참배', '김정은', '국무위원', '참배', '소식', '채', '본인', '명의', '조화', '뉴스', '지난', '참배', '김', '위원장', '모습', '김', '위원장', '공개', '활동', '북한', '매체', '머리', '기사', '오전', '현재', '태양절', '관련', '그', '행보', '일절', '노동신문', '공개', '사진', '금수산태양궁전', '층', '김', '주석', '김정일', '위원장', '입상', '앞', '김', '위원장', '명의', '조화', '포착', '김', '위원장', '여동생', '김여정', '당', '제', '부부', '등', '참배', '뒤', '조화', '수', '북한', '매체', '전하', '이유', '뿐', '당', '고위', '간부', '별도', '참배', '점', '그', '참배', '생략', '것', '관측', '정부', '당국자', '김', '위원장', '새해', '각종', '기념일', '기념', '보고', '대회', '참석', '등', '다른', '일정', '금수산태양궁전', '참배', '며', '북한', '매체', '보도', '판단', '기준', '공개', '활동', '파악', '고', '말', '북한', '노동당', '정부', '군', '고위', '간부', '김일성', '주석', '생일', '북한', '태양절', '그', '시신', '안치', '금수산태양궁전', '참배', '북한', '매체', '전', '김정은', '국무위원', '모습', '보이지', '뉴스', '북한', '매체', '김', '위원장', '참배', '소식', '것', '관련', '그', '지난', '서부', '지구', '공군', '부대', '시찰', '뒤', '참배', '정도', '건강', '게', '관측', '또', '지난', '지방', '수', '명의', '의원', '국회의원', '평양', '집결', '최고', '인민', '회의', '개최', '만큼', '신종', '코로나', '감염', '가능성', '우려', '활동', '중단', '시각', '다른', '정부', '당국자', '현재', '여러', '가능성', '상황', '파악', '중', '말', '정용수', '기자', '난', '진보', '보수', '초', '간단', '정치성향', '테스트', '내', '돈', '관리', '그게', '중앙', '일보', '가기', '중앙', '일보', '무단', '재', '및', '재', '배포', '금지']",0
"['머니투데이', '권', '다희', '기자', '평양', '노동신문', '뉴스', '북한', '노동당', '정부', '간부', '무력', '기관', '책임', '일꾼', '태양절', '김일성', '주석', '생일', '금수산태양궁전', '노동당', '기관지', '노동신문', '보도', '금수산태양궁전', '김일성', '주석', '김정일', '국방위원장', '시신', '안치', '곳', '최룡해', '국무위원', '회', '제', '부위', '원장', '박봉주', '국무위원', '회', '부위', '원장', '김재룡', '내각총리', '등', '참배', '김정은', '국무위원', '참배', '것', '국내', '사용', '가능', '재', '배포', '금지', '금지', '김정은', '북한', '국무위원', '김일성', '주석', '생일', '금수산', '태양', '궁전', '참배', '행사', '참석', '것', '불참', '김정은', '집권', '후', '처음', '매우', '이례', '평가', '북한', '노동당', '기관지', '노동신문', '민족', '최대', '경사', '태양절', '즈음', '당', '정부', '간부', '무력', '기관', '책임', '일군', '금수산', '태양', '궁전', '경의', '표시', '보도', '김', '위원장', '참석', '여부', '전하', '노동신문', '날', '공개', '사진', '김', '위원장', '모습', '최룡해', '최고', '인민', '회의', '상임', '위원장', '겸', '국무위원', '회', '제', '부위', '원장', '박봉주', '국무위원', '회', '부위', '원장', '등', '간부', '북한', '매체', '김', '위원장', '참석', '여부', '기록', '사진', '것', '볼', '때', '날', '행사', '김', '위원장', '참석', '가능성', '것', '추정', '불참', '이례', '금수산', '태양', '궁전', '김일성', '주석', '김정일', '국방위원장', '시신', '안치', '곳', '김', '위원장', '집권', '후', '태양절', '광명성절', '김정일', '국방위원장', '생일', '곳', '김', '위원장', '코로나', '전국', '비상', '방역', '상황', '아버지', '김정일', '국방위원장', '생일', '지난', '즈음', '금수산', '태양', '궁전', '참배', '북한', '매체', '통해', '공개', '통일부', '당국자', '날', '기자', '김', '위원장', '집권', '후', '소위', '광명성절', '태양절', '즈음', '금수산', '태양궁', '전의', '참배', '보도', '이번', '만약', '김', '위원장', '방문', '매우', '이례', '것', '불참', '이유', '대해', '분석', '수', '가장', '분석', '수', '것', '코로나', '관련', '참배', '수', '것', '논리', '방역', '조치', '시행', '중인', '지난', '김정일', '위원장', '생일', '참배', '만약', '가지', '그', '이유', '대해', '선', '좀', '더', '분석', '시간', '것', '한편', '북한', '지난', '단거리', '순항미사일', '발사', '역시', '다음', '날', '북한', '매체', '통해', '보도', '북한', '발사체', '발사', '다음', '날', '통상', '북한', '매체', '통해', '군사훈련', '소식', '전', '이번', '추이', '보이지', '것', '다만', '태양절', '합동', '참모', '본부', '북한', '미사일', '발표', '북한', '보도', '전례', '이', '당국자', '북한', '이', '문제', '순항미사일', '발사', '보도', '것', '말', '것', '인지', '대해', '선', '우리', '패턴', '말', '좀', '권', '다희', '기자', '줄리아', '투자', '노트', '조', '변호사', '가정', '담소', '머니투데이', '구독', '저작권', '돈', '리얼타임', '뉴스', '머니투데이', '무단', '재', '및', '재', '배포', '금지']",0
"['사진', '출처', '세월호', '관련', '막말', '논란', '차명진', '미래', '통합', '경기', '부천', '병', '후보', '당', '지도', '부가', '총선', '참패', '원인', '자신', '반발', '낙선', '차', '후보', '페이스북', '글', '자기', '책임', '면', '위해', '패배', '원인', '차명진', '세월호', '막말', '탓', '말', '다차', '후보', '여론조사', '공천', '때', '민주당', '미래', '통합', '김종인', '총괄', '선거', '대책', '위원장', '박형준', '공동', '선거', '대책', '위원장', '입당', '후', '더', '차명진', '발언', '이전', '일이', '주장', '수천', '건의', '여론조사', '거짓', '억지로', '차명진', '때문', '강변', '수', '자기', '선거', '전', '통합', '지지율', '안', '것', '코로나', '공천', '파동', '도부', '탓', '전날', '총선', '개표', '방송', '박', '위원장', '출연', '유시민', '노무현재단', '이사장', '비판', '후보', '패배', '차명진', '탓', '박형준', '발언', '옆', '유시민', '환호', '작약', '라라', '형준', '시민', '우리', '친구', '너희', '말', '차', '후보', '박', '위원장', '유', '이사장', '모두', '차', '후보', '유', '이사장', '시기', '서울대', '또', '세월호', '참사', '주기', '날', '차', '후보', '모든', '것', '무너', '린', '세월호', '우상화', '탑', '다시', '듯이', '복원', '말', '차', '후보', '후보자', '초청', '토론회', '세월호', '유족', '향', '원색', '주장', '이', '막말', '논란', '차', '후보', '당', '최고', '위원회', '제명', '법원', '무효', '결정', '통합', '후보', '선거', '완주', '문지영', '기자', '저작권', '무단', '재', '및', '재', '배포', '금지', '이', '시각', '코로나', '확', '진자', '현황', '확인', '네이버', '채널', '구독', '스타벅스', '기프티콘', '제', '국회의원', '선거', '기사', '모음']",0
